quantity,unit,category,food_type,people_fed
43.4,liters,Bakery,nonveg,70
3.9,boxes,Other,veg,29
22.5,liters,Bakery,veg,39
97.1,plates,Cooked Meal,nonveg,102
2.0,boxes,Cooked Meal,nonveg,12
13.9,kg,Cooked Meal,veg,37
123.4,pieces,Other,nonveg,70
8.9,kg,Bakery,veg,23
22.9,liters,Dairy,veg,102
29.2,boxes,Produce,veg,204
6.7,liters,Other,nonveg,17
1.5,liters,Produce,nonveg,3
21.3,plates,Cooked Meal,veg,20
99.3,pieces,Cooked Meal,veg,43
6.5,boxes,Bakery,veg,56
28.1,liters,Cooked Meal,nonveg,58
26.2,plates,Other,veg,29
17.4,boxes,Cooked Meal,veg,153
28.2,boxes,Bakery,nonveg,274
39.3,kg,Packaged Food,nonveg,113
20.1,liters,Cooked Meal,nonveg,33
31.1,liters,Other,nonveg,61
8.0,boxes,Dairy,veg,62
13.1,boxes,Cooked Meal,veg,103
38.9,kg,Dairy,veg,170
9.8,boxes,Produce,nonveg,65
138.3,plates,Dairy,nonveg,179
14.6,boxes,Packaged Food,veg,157
16.4,boxes,Cooked Meal,nonveg,117
263.1,pieces,Other,nonveg,118
50.4,plates,Dairy,veg,80
48.6,liters,Dairy,nonveg,153
87.2,pieces,Bakery,nonveg,27
121.3,plates,Bakery,veg,131
207.7,pieces,Other,veg,94
29.5,liters,Produce,nonveg,61
32.3,kg,Bakery,nonveg,94
19.4,liters,Produce,nonveg,43
28.0,boxes,Packaged Food,nonveg,276
41.6,plates,Produce,veg,43
5.5,plates,Packaged Food,nonveg,8
15.8,boxes,Packaged Food,nonveg,220
3.5,liters,Packaged Food,nonveg,7
22.4,kg,Dairy,nonveg,95
9.9,kg,Produce,veg,17
14.6,kg,Cooked Meal,veg,43
23.5,plates,Dairy,nonveg,33
44.7,liters,Packaged Food,veg,149
6.5,kg,Dairy,veg,31
7.7,boxes,Produce,veg,52
139.5,plates,Dairy,nonveg,158
115.5,plates,Cooked Meal,nonveg,114
16.7,boxes,Bakery,veg,179
122.4,plates,Dairy,nonveg,148
42.4,kg,Cooked Meal,veg,109
14.7,liters,Bakery,veg,33
22.3,liters,Cooked Meal,nonveg,52
5.9,liters,Packaged Food,veg,15
13.8,boxes,Cooked Meal,nonveg,101
16.7,boxes,Dairy,veg,133
22.4,liters,Produce,nonveg,44
25.3,boxes,Cooked Meal,nonveg,172
8.1,liters,Dairy,nonveg,36
23.9,boxes,Other,veg,212
18.3,liters,Bakery,nonveg,33
28.9,boxes,Bakery,nonveg,316
98.6,plates,Other,veg,116
11.4,boxes,Cooked Meal,nonveg,90
22.0,boxes,Cooked Meal,nonveg,169
84.4,pieces,Produce,veg,25
5.9,boxes,Produce,veg,46
127.7,plates,Dairy,veg,143
229.4,pieces,Packaged Food,veg,281
41.3,plates,Cooked Meal,veg,47
49.0,pieces,Dairy,nonveg,24
16.3,liters,Bakery,nonveg,33
43.7,kg,Dairy,veg,155
27.8,liters,Other,nonveg,57
1.8,liters,Packaged Food,veg,6
14.2,kg,Cooked Meal,veg,34
118.0,plates,Bakery,veg,126
13.0,liters,Bakery,veg,25
231.1,pieces,Cooked Meal,veg,113
7.6,kg,Dairy,nonveg,28
25.5,boxes,Cooked Meal,veg,206
72.0,plates,Produce,nonveg,77
36.0,liters,Packaged Food,veg,117
7.7,kg,Cooked Meal,nonveg,20
20.6,boxes,Produce,nonveg,117
144.5,plates,Packaged Food,nonveg,218
226.7,pieces,Dairy,nonveg,92
24.3,boxes,Dairy,veg,215
42.3,kg,Bakery,nonveg,139
11.8,boxes,Packaged Food,nonveg,153
22.8,boxes,Produce,veg,167
19.8,boxes,Bakery,veg,238
5.1,boxes,Produce,veg,43
14.5,boxes,Produce,nonveg,79
141.7,pieces,Packaged Food,veg,137
19.3,kg,Bakery,nonveg,54
26.7,boxes,Produce,nonveg,178
17.0,pieces,Produce,nonveg,5
17.2,kg,Packaged Food,nonveg,52
37.5,kg,Cooked Meal,veg,106
12.3,pieces,Dairy,veg,6
10.7,boxes,Cooked Meal,nonveg,90
19.0,boxes,Dairy,nonveg,156
133.1,plates,Dairy,veg,180
20.3,boxes,Packaged Food,veg,197
46.7,kg,Dairy,veg,176
220.8,pieces,Packaged Food,nonveg,194
14.5,kg,Bakery,nonveg,38
15.8,kg,Bakery,veg,51
40.2,liters,Dairy,nonveg,145
29.7,boxes,Bakery,nonveg,298
36.6,kg,Bakery,nonveg,137
45.8,liters,Cooked Meal,nonveg,101
40.8,kg,Cooked Meal,nonveg,108
128.3,plates,Produce,nonveg,129
96.6,plates,Dairy,nonveg,113
101.8,plates,Produce,veg,110
71.7,pieces,Other,veg,31
8.9,boxes,Cooked Meal,nonveg,72
28.6,boxes,Other,veg,220
248.1,pieces,Produce,veg,58
45.4,liters,Bakery,nonveg,77
64.8,plates,Cooked Meal,nonveg,52
9.0,kg,Produce,veg,20
46.4,kg,Packaged Food,nonveg,167
24.2,liters,Packaged Food,nonveg,70
39.9,pieces,Cooked Meal,nonveg,19
12.8,boxes,Packaged Food,veg,191
185.1,pieces,Bakery,veg,77
128.7,plates,Produce,nonveg,126
40.0,kg,Cooked Meal,veg,115
49.6,kg,Packaged Food,veg,175
1.9,boxes,Cooked Meal,veg,14
16.9,pieces,Other,veg,10
16.5,pieces,Produce,veg,3
39.7,kg,Dairy,veg,131
8.8,boxes,Packaged Food,veg,99
25.1,plates,Cooked Meal,nonveg,28
27.8,plates,Packaged Food,nonveg,39
104.9,plates,Packaged Food,veg,135
20.3,boxes,Cooked Meal,nonveg,138
47.6,plates,Produce,nonveg,35
24.4,boxes,Other,nonveg,185
76.0,pieces,Produce,veg,31
4.9,liters,Bakery,veg,9
5.3,boxes,Cooked Meal,veg,41
207.9,pieces,Cooked Meal,nonveg,80
28.0,boxes,Packaged Food,veg,305
140.9,plates,Other,nonveg,134
120.3,pieces,Cooked Meal,veg,68
2.5,kg,Produce,veg,5
20.1,boxes,Bakery,nonveg,171
44.2,pieces,Packaged Food,nonveg,35
7.2,pieces,Packaged Food,veg,9
32.5,pieces,Bakery,nonveg,13
26.1,liters,Cooked Meal,veg,53
217.6,pieces,Packaged Food,veg,179
241.1,pieces,Other,nonveg,122
35.9,pieces,Produce,veg,11
17.3,liters,Bakery,veg,24
82.0,plates,Other,nonveg,98
68.1,plates,Dairy,veg,67
48.2,kg,Other,nonveg,102
17.3,kg,Packaged Food,nonveg,53
73.8,plates,Packaged Food,veg,133
138.8,plates,Dairy,veg,146
14.0,liters,Dairy,nonveg,61
62.2,plates,Bakery,nonveg,59
10.9,plates,Cooked Meal,veg,12
3.3,kg,Packaged Food,nonveg,10
9.8,pieces,Cooked Meal,nonveg,5
151.5,pieces,Other,veg,65
39.2,liters,Dairy,nonveg,168
30.7,plates,Packaged Food,nonveg,33
34.6,liters,Other,veg,100
7.4,kg,Packaged Food,veg,28
198.9,pieces,Other,veg,94
18.7,liters,Packaged Food,veg,50
27.5,pieces,Produce,veg,9
39.2,liters,Cooked Meal,veg,91
38.5,liters,Produce,veg,71
15.0,boxes,Dairy,veg,151
110.1,pieces,Dairy,veg,58
110.2,plates,Bakery,nonveg,127
9.0,kg,Dairy,veg,33
74.4,plates,Other,veg,83
105.4,pieces,Other,veg,45
35.8,plates,Cooked Meal,nonveg,37
117.2,plates,Bakery,nonveg,129
28.3,liters,Other,nonveg,62
19.6,boxes,Packaged Food,nonveg,219
29.0,liters,Packaged Food,veg,90
127.6,pieces,Cooked Meal,nonveg,68
42.3,kg,Packaged Food,veg,108
91.0,plates,Dairy,veg,101
189.4,pieces,Dairy,veg,97
97.1,pieces,Cooked Meal,veg,51
33.6,kg,Cooked Meal,nonveg,70
299.8,pieces,Bakery,nonveg,105
15.9,plates,Cooked Meal,nonveg,18
11.7,pieces,Produce,nonveg,4
46.6,kg,Other,veg,115
57.6,plates,Dairy,veg,81
58.9,pieces,Produce,veg,19
38.6,plates,Bakery,veg,45
122.7,plates,Dairy,veg,196
136.4,plates,Dairy,nonveg,158
46.0,kg,Packaged Food,nonveg,141
14.2,kg,Packaged Food,nonveg,48
44.7,kg,Dairy,veg,181
12.8,boxes,Cooked Meal,nonveg,99
17.4,liters,Dairy,veg,73
96.5,plates,Bakery,veg,126
37.2,liters,Other,veg,94
148.5,plates,Other,veg,170
76.4,plates,Produce,veg,77
11.3,kg,Bakery,nonveg,30
45.2,pieces,Dairy,nonveg,19
8.8,boxes,Dairy,nonveg,59
19.8,boxes,Other,nonveg,121
20.9,kg,Packaged Food,veg,76
123.1,plates,Bakery,veg,160
7.5,kg,Dairy,veg,42
34.5,kg,Other,veg,95
48.0,liters,Bakery,nonveg,75
21.3,kg,Other,veg,49
8.1,liters,Produce,nonveg,14
116.7,pieces,Produce,nonveg,26
200.6,pieces,Dairy,nonveg,96
261.6,pieces,Packaged Food,veg,248
25.0,liters,Other,nonveg,57
5.6,boxes,Cooked Meal,nonveg,43
6.9,boxes,Cooked Meal,nonveg,55
130.7,pieces,Produce,veg,42
18.0,boxes,Cooked Meal,veg,130
42.1,liters,Packaged Food,nonveg,133
146.7,pieces,Packaged Food,veg,138
7.3,boxes,Bakery,nonveg,69
20.9,plates,Dairy,veg,26
43.2,kg,Other,nonveg,85
11.0,pieces,Dairy,nonveg,4
243.9,pieces,Bakery,nonveg,81
96.0,plates,Other,veg,97
172.5,pieces,Cooked Meal,nonveg,79
6.4,boxes,Cooked Meal,veg,50
177.9,pieces,Packaged Food,nonveg,132
3.8,boxes,Other,nonveg,26
258.0,pieces,Bakery,veg,105
16.4,boxes,Produce,veg,100
6.1,kg,Dairy,veg,25
43.5,liters,Bakery,nonveg,83
34.4,kg,Other,veg,96
7.4,boxes,Dairy,veg,68
275.9,pieces,Cooked Meal,veg,153
32.5,kg,Packaged Food,nonveg,125
185.5,pieces,Cooked Meal,veg,78
18.0,pieces,Cooked Meal,veg,8
41.0,kg,Other,nonveg,81
3.9,boxes,Bakery,nonveg,33
131.0,pieces,Dairy,veg,65
169.1,pieces,Produce,nonveg,51
101.8,plates,Other,veg,119
12.5,liters,Bakery,veg,27
15.5,liters,Bakery,veg,32
18.9,boxes,Cooked Meal,veg,180
31.7,liters,Other,nonveg,76
20.9,boxes,Produce,veg,151
19.4,kg,Packaged Food,veg,64
6.3,liters,Dairy,nonveg,23
13.6,boxes,Bakery,veg,125
36.0,liters,Other,nonveg,78
133.5,plates,Dairy,nonveg,121
143.3,plates,Bakery,veg,147
81.8,pieces,Packaged Food,nonveg,81
20.9,kg,Bakery,veg,56
120.5,plates,Cooked Meal,veg,133
37.1,kg,Bakery,veg,86
27.4,boxes,Dairy,nonveg,216
26.4,liters,Dairy,veg,97
25.9,liters,Bakery,veg,51
40.0,plates,Dairy,veg,47
13.8,kg,Dairy,nonveg,49
3.2,liters,Dairy,veg,10
26.4,liters,Bakery,veg,54
13.2,boxes,Dairy,veg,115
20.8,boxes,Produce,veg,140
38.5,kg,Produce,veg,80
5.1,kg,Other,veg,10
17.0,plates,Bakery,veg,23
2.7,boxes,Cooked Meal,nonveg,25
109.3,plates,Other,veg,121
37.9,kg,Other,nonveg,87
27.7,liters,Produce,veg,61
15.2,boxes,Dairy,nonveg,144
41.4,liters,Cooked Meal,veg,87
143.3,pieces,Cooked Meal,nonveg,77
1.8,boxes,Dairy,nonveg,15
17.9,liters,Produce,nonveg,33
36.5,kg,Produce,nonveg,66
39.2,plates,Packaged Food,veg,63
297.2,pieces,Bakery,veg,116
36.8,liters,Produce,nonveg,70
3.6,kg,Dairy,nonveg,14
94.6,plates,Dairy,nonveg,127
23.2,plates,Cooked Meal,veg,28
25.2,boxes,Cooked Meal,nonveg,200
42.9,plates,Cooked Meal,veg,42
25.4,liters,Other,nonveg,41
59.8,plates,Bakery,veg,73
8.0,boxes,Cooked Meal,nonveg,50
35.1,kg,Other,veg,81
64.1,plates,Bakery,nonveg,66
44.1,kg,Bakery,veg,133
36.0,plates,Other,nonveg,31
141.3,pieces,Produce,veg,47
11.3,boxes,Other,veg,93
60.0,pieces,Produce,veg,19
91.7,pieces,Produce,veg,22
24.0,kg,Other,veg,55
116.9,plates,Produce,veg,140
12.8,kg,Other,nonveg,28
142.4,pieces,Produce,veg,37
2.8,kg,Other,nonveg,6
45.9,liters,Produce,veg,88
249.4,pieces,Bakery,veg,99
36.7,kg,Other,nonveg,93
5.6,kg,Bakery,veg,15
30.7,kg,Other,veg,70
31.9,liters,Bakery,veg,66
16.6,pieces,Packaged Food,veg,18
47.9,kg,Packaged Food,veg,192
29.8,boxes,Dairy,nonveg,227
23.6,boxes,Cooked Meal,nonveg,169
11.2,kg,Cooked Meal,veg,24
17.4,kg,Cooked Meal,veg,38
40.4,plates,Dairy,veg,57
192.9,pieces,Packaged Food,nonveg,143
45.9,kg,Dairy,nonveg,169
19.0,liters,Dairy,nonveg,71
30.6,kg,Cooked Meal,nonveg,66
20.8,plates,Cooked Meal,nonveg,19
25.3,boxes,Dairy,nonveg,227
10.5,liters,Dairy,nonveg,40
15.7,plates,Bakery,veg,18
104.6,pieces,Packaged Food,nonveg,104
158.3,pieces,Cooked Meal,veg,83
31.9,kg,Packaged Food,nonveg,105
13.6,boxes,Packaged Food,nonveg,134
6.7,kg,Other,veg,19
43.9,kg,Cooked Meal,veg,126
57.4,plates,Cooked Meal,veg,50
20.9,boxes,Cooked Meal,veg,184
34.5,pieces,Cooked Meal,veg,18
246.1,pieces,Produce,veg,79
68.3,plates,Dairy,veg,100
19.0,boxes,Packaged Food,veg,252
226.2,pieces,Dairy,nonveg,113
39.2,kg,Dairy,nonveg,147
145.7,pieces,Produce,veg,40
3.3,liters,Dairy,nonveg,11
20.8,pieces,Bakery,veg,8
25.9,kg,Other,veg,57
121.5,plates,Dairy,veg,155
17.9,boxes,Cooked Meal,nonveg,142
23.2,boxes,Bakery,nonveg,191
31.4,pieces,Other,nonveg,14
162.9,pieces,Dairy,veg,75
17.2,liters,Dairy,veg,75
232.8,pieces,Cooked Meal,veg,130
6.3,liters,Bakery,veg,11
234.0,pieces,Bakery,veg,81
29.7,boxes,Cooked Meal,veg,253
32.4,liters,Packaged Food,nonveg,79
22.7,boxes,Cooked Meal,veg,188
80.4,plates,Produce,veg,83
270.1,pieces,Dairy,veg,159
42.0,liters,Dairy,veg,206
29.5,boxes,Produce,veg,201
54.5,plates,Other,nonveg,39
16.8,boxes,Bakery,nonveg,144
3.7,boxes,Bakery,nonveg,29
27.8,boxes,Produce,veg,185
40.6,kg,Bakery,nonveg,133
29.0,liters,Bakery,nonveg,60
234.3,pieces,Cooked Meal,veg,111
189.7,pieces,Dairy,nonveg,91
24.4,kg,Cooked Meal,veg,61
27.3,boxes,Dairy,nonveg,229
6.7,kg,Packaged Food,veg,26
33.7,kg,Bakery,veg,100
19.1,pieces,Dairy,veg,11
91.4,pieces,Dairy,veg,48
3.7,kg,Dairy,nonveg,13
131.4,plates,Other,veg,137
2.5,boxes,Packaged Food,veg,27
22.6,kg,Produce,nonveg,47
52.9,pieces,Dairy,nonveg,24
20.5,boxes,Bakery,nonveg,165
2.0,liters,Dairy,nonveg,8
27.8,boxes,Packaged Food,nonveg,249
116.5,plates,Bakery,veg,138
14.7,plates,Dairy,nonveg,20
23.2,liters,Bakery,veg,49
64.8,pieces,Produce,veg,20
27.7,kg,Packaged Food,nonveg,91
30.5,kg,Bakery,veg,92
7.3,boxes,Cooked Meal,veg,47
143.0,pieces,Other,veg,79
59.5,plates,Dairy,nonveg,75
49.5,plates,Other,nonveg,51
43.4,kg,Dairy,veg,169
292.1,pieces,Packaged Food,veg,309
9.3,boxes,Cooked Meal,nonveg,77
122.5,pieces,Other,veg,64
45.3,kg,Dairy,veg,180
4.7,liters,Dairy,veg,16
44.8,kg,Bakery,nonveg,100
26.5,liters,Cooked Meal,nonveg,47
37.0,liters,Packaged Food,nonveg,82
23.0,boxes,Dairy,veg,209
132.1,plates,Bakery,veg,165
13.6,pieces,Other,nonveg,6
144.2,plates,Bakery,nonveg,192
63.4,plates,Dairy,nonveg,78
21.3,boxes,Cooked Meal,nonveg,120
25.9,boxes,Bakery,veg,301
116.0,pieces,Cooked Meal,veg,64
31.8,liters,Bakery,veg,72
49.6,liters,Produce,veg,92
281.4,pieces,Cooked Meal,nonveg,109
173.0,pieces,Other,nonveg,78
17.0,kg,Bakery,veg,44
17.2,boxes,Packaged Food,veg,170
23.7,boxes,Bakery,nonveg,210
44.7,liters,Cooked Meal,veg,109
101.0,plates,Cooked Meal,veg,104
15.7,boxes,Dairy,nonveg,128
195.9,pieces,Dairy,veg,104
189.7,pieces,Produce,nonveg,36
11.4,boxes,Cooked Meal,veg,90
22.9,liters,Bakery,nonveg,36
46.8,liters,Other,veg,119
235.2,pieces,Packaged Food,nonveg,226
18.7,boxes,Other,nonveg,136
25.9,boxes,Packaged Food,veg,275
16.7,liters,Packaged Food,veg,47
49.7,liters,Dairy,nonveg,214
62.8,plates,Produce,veg,65
3.5,liters,Bakery,nonveg,6
22.1,boxes,Produce,nonveg,147
1.9,boxes,Produce,veg,14
42.8,liters,Dairy,nonveg,168
280.6,pieces,Produce,veg,74
41.5,liters,Bakery,nonveg,84
193.3,pieces,Dairy,veg,93
119.5,plates,Dairy,nonveg,136
17.7,liters,Bakery,veg,36
162.2,pieces,Other,veg,85
27.5,boxes,Produce,veg,185
47.4,liters,Dairy,nonveg,185
27.0,liters,Bakery,nonveg,51
86.2,plates,Bakery,veg,92
12.6,pieces,Packaged Food,nonveg,11
7.3,plates,Packaged Food,nonveg,9
24.9,boxes,Produce,nonveg,162
132.3,plates,Other,veg,143
139.3,plates,Dairy,veg,200
10.8,liters,Packaged Food,veg,35
84.4,pieces,Other,veg,52
3.6,boxes,Bakery,nonveg,35
10.5,boxes,Produce,veg,72
31.3,liters,Other,nonveg,76
22.1,boxes,Bakery,nonveg,214
2.3,boxes,Packaged Food,nonveg,25
210.7,pieces,Dairy,veg,102
9.7,kg,Cooked Meal,nonveg,21
105.9,plates,Packaged Food,veg,135
1.3,liters,Dairy,nonveg,5
42.4,liters,Produce,veg,65
26.8,boxes,Produce,veg,180
65.3,plates,Produce,nonveg,74
119.9,plates,Dairy,nonveg,134
45.5,plates,Packaged Food,nonveg,65
295.0,pieces,Other,nonveg,129
221.2,pieces,Other,nonveg,92
30.8,plates,Produce,nonveg,30
290.5,pieces,Bakery,veg,122
46.7,kg,Produce,veg,82
8.6,kg,Cooked Meal,veg,20
48.0,liters,Dairy,veg,223
43.6,kg,Bakery,nonveg,122
16.1,boxes,Produce,veg,113
20.8,boxes,Other,veg,163
60.9,plates,Dairy,nonveg,80
15.5,boxes,Dairy,veg,170
27.1,boxes,Bakery,nonveg,176
49.2,pieces,Packaged Food,nonveg,50
15.1,liters,Dairy,nonveg,56
121.8,plates,Cooked Meal,veg,130
42.0,liters,Cooked Meal,veg,105
44.1,liters,Bakery,veg,79
19.5,kg,Dairy,veg,68
21.4,kg,Cooked Meal,veg,49
1.7,boxes,Dairy,nonveg,14
16.0,boxes,Bakery,nonveg,164
142.0,pieces,Bakery,nonveg,56
147.7,pieces,Produce,nonveg,34
187.5,pieces,Cooked Meal,veg,109
27.1,boxes,Dairy,nonveg,183
36.2,kg,Packaged Food,veg,119
2.8,boxes,Cooked Meal,veg,22
47.9,liters,Other,veg,111
55.9,pieces,Cooked Meal,veg,24
44.2,liters,Dairy,nonveg,151
20.1,boxes,Cooked Meal,nonveg,126
39.3,plates,Bakery,veg,43
212.2,pieces,Bakery,nonveg,79
28.2,liters,Dairy,nonveg,120
41.0,pieces,Produce,nonveg,11
5.7,boxes,Other,veg,40
282.9,pieces,Packaged Food,veg,259
93.6,plates,Produce,nonveg,83
44.8,kg,Other,veg,91
6.4,boxes,Dairy,veg,49
5.7,boxes,Bakery,veg,52
21.8,boxes,Dairy,nonveg,209
5.0,boxes,Bakery,nonveg,59
8.3,liters,Dairy,veg,30
39.9,kg,Other,veg,83
30.1,plates,Cooked Meal,veg,34
183.9,pieces,Cooked Meal,nonveg,104
55.7,plates,Dairy,nonveg,60
59.5,pieces,Bakery,nonveg,20
1.8,kg,Cooked Meal,veg,4
32.6,liters,Produce,nonveg,66
140.8,pieces,Dairy,veg,55
43.7,liters,Produce,veg,66
32.5,kg,Cooked Meal,veg,72
101.3,plates,Bakery,nonveg,119
13.2,plates,Produce,veg,14
49.6,kg,Bakery,nonveg,159
8.1,kg,Packaged Food,veg,31
6.7,liters,Cooked Meal,veg,17
14.5,boxes,Other,nonveg,128
6.6,liters,Other,veg,17
20.7,kg,Cooked Meal,nonveg,39
6.9,liters,Bakery,veg,13
280.1,pieces,Other,nonveg,112
10.4,plates,Bakery,veg,11
33.4,liters,Produce,veg,63
49.1,pieces,Packaged Food,veg,50
238.0,pieces,Cooked Meal,veg,110
27.7,boxes,Other,veg,244
30.2,liters,Produce,veg,53
42.2,liters,Packaged Food,veg,107
252.7,pieces,Produce,nonveg,63
36.1,kg,Cooked Meal,veg,81
124.4,plates,Other,nonveg,109
6.8,liters,Cooked Meal,nonveg,13
83.2,plates,Produce,nonveg,86
67.5,pieces,Packaged Food,veg,87
7.9,liters,Other,veg,21
7.0,kg,Packaged Food,nonveg,20
2.7,boxes,Dairy,nonveg,20
69.3,plates,Dairy,veg,89
64.8,plates,Packaged Food,veg,92
27.0,liters,Bakery,nonveg,52
249.2,pieces,Produce,veg,73
35.4,kg,Other,veg,90
31.2,kg,Cooked Meal,veg,76
11.7,boxes,Packaged Food,nonveg,140
179.1,pieces,Cooked Meal,nonveg,77
130.4,pieces,Produce,nonveg,38
42.0,kg,Packaged Food,veg,159
1.1,boxes,Produce,nonveg,7
10.6,plates,Cooked Meal,veg,11
3.9,boxes,Cooked Meal,veg,26
13.3,boxes,Cooked Meal,veg,119
79.9,plates,Cooked Meal,veg,85
30.0,kg,Packaged Food,veg,88
35.5,kg,Other,nonveg,75
3.9,boxes,Cooked Meal,nonveg,29
10.6,boxes,Cooked Meal,veg,103
150.1,pieces,Produce,nonveg,40
4.3,boxes,Bakery,veg,43
27.1,liters,Packaged Food,nonveg,76
130.6,pieces,Dairy,nonveg,55
28.5,liters,Cooked Meal,veg,65
30.7,liters,Produce,veg,69
267.4,pieces,Packaged Food,nonveg,291
18.3,liters,Packaged Food,veg,59
1.9,boxes,Bakery,veg,20
13.3,boxes,Produce,nonveg,82
40.0,kg,Dairy,veg,176
20.3,boxes,Cooked Meal,nonveg,159
165.4,pieces,Cooked Meal,veg,88
29.1,kg,Dairy,nonveg,100
39.4,kg,Other,nonveg,105
243.3,pieces,Cooked Meal,veg,114
19.5,boxes,Packaged Food,nonveg,262
23.7,kg,Other,veg,56
4.0,boxes,Packaged Food,nonveg,45
11.6,kg,Packaged Food,veg,40
41.0,plates,Packaged Food,nonveg,59
59.0,pieces,Bakery,nonveg,21
89.5,plates,Other,nonveg,57
122.0,plates,Cooked Meal,nonveg,135
42.6,liters,Produce,nonveg,86
11.5,liters,Other,veg,32
5.4,liters,Dairy,veg,23
31.9,liters,Cooked Meal,veg,67
19.1,kg,Dairy,veg,70
135.6,plates,Other,nonveg,130
46.5,kg,Packaged Food,nonveg,145
48.6,kg,Dairy,veg,239
28.3,plates,Produce,veg,25
16.1,boxes,Cooked Meal,nonveg,118
68.5,plates,Packaged Food,nonveg,86
13.9,plates,Cooked Meal,veg,16
14.7,boxes,Packaged Food,nonveg,166
19.6,liters,Cooked Meal,veg,49
26.0,kg,Cooked Meal,veg,70
119.8,plates,Packaged Food,nonveg,148
36.6,liters,Dairy,nonveg,125
101.4,plates,Packaged Food,nonveg,145
13.7,liters,Produce,veg,28
21.3,plates,Cooked Meal,nonveg,17
24.9,liters,Dairy,veg,106
53.3,plates,Other,veg,51
31.4,plates,Packaged Food,nonveg,45
35.4,kg,Other,nonveg,79
109.5,plates,Packaged Food,veg,191
8.7,boxes,Dairy,veg,73
28.5,kg,Packaged Food,veg,99
5.6,boxes,Cooked Meal,veg,51
16.7,boxes,Bakery,nonveg,144
14.0,kg,Bakery,veg,36
132.6,plates,Bakery,veg,176
146.5,pieces,Bakery,nonveg,65
66.6,plates,Packaged Food,veg,99
15.7,kg,Dairy,veg,66
33.4,liters,Dairy,nonveg,150
36.0,liters,Dairy,veg,153
10.9,boxes,Other,veg,92
16.7,kg,Bakery,nonveg,41
18.7,kg,Other,veg,46
47.7,pieces,Produce,nonveg,14
35.2,kg,Produce,veg,73
20.7,kg,Produce,nonveg,45
35.3,kg,Packaged Food,veg,133
84.3,plates,Dairy,veg,130
3.8,boxes,Packaged Food,veg,43
13.0,boxes,Cooked Meal,nonveg,99
276.1,pieces,Bakery,veg,105
16.8,boxes,Other,nonveg,110
106.0,plates,Bakery,nonveg,105
28.0,boxes,Dairy,nonveg,214
178.6,pieces,Cooked Meal,nonveg,88
7.1,kg,Produce,veg,16
49.7,kg,Bakery,nonveg,154
11.2,boxes,Bakery,veg,117
41.8,kg,Other,veg,107
35.0,plates,Dairy,nonveg,40
26.2,liters,Other,veg,73
181.9,pieces,Produce,nonveg,50
122.0,plates,Cooked Meal,nonveg,113
30.9,plates,Produce,nonveg,28
132.2,pieces,Packaged Food,nonveg,135
39.7,kg,Packaged Food,nonveg,128
260.2,pieces,Produce,nonveg,73
16.6,boxes,Packaged Food,nonveg,207
61.7,pieces,Produce,veg,19
66.6,plates,Dairy,veg,87
23.7,boxes,Produce,nonveg,185
17.5,liters,Other,nonveg,40
72.5,pieces,Other,nonveg,35
8.9,kg,Cooked Meal,nonveg,21
22.0,liters,Produce,nonveg,43
12.6,boxes,Packaged Food,nonveg,141
4.9,kg,Packaged Food,veg,14
19.3,kg,Produce,veg,44
149.0,plates,Produce,nonveg,134
20.7,plates,Cooked Meal,veg,15
6.7,boxes,Packaged Food,veg,66
22.8,liters,Cooked Meal,nonveg,46
29.8,boxes,Produce,veg,205
193.4,pieces,Packaged Food,veg,182
11.0,liters,Cooked Meal,veg,25
17.8,liters,Produce,nonveg,27
14.4,boxes,Other,veg,124
49.2,liters,Produce,nonveg,97
25.7,kg,Bakery,veg,75
18.9,pieces,Produce,nonveg,5
197.4,pieces,Produce,nonveg,48
42.4,liters,Produce,veg,90
15.0,liters,Bakery,nonveg,28
103.9,plates,Dairy,nonveg,104
27.1,boxes,Cooked Meal,nonveg,169
33.6,liters,Packaged Food,veg,90
1.9,boxes,Bakery,veg,16
104.3,plates,Dairy,nonveg,138
40.3,kg,Produce,veg,62
144.5,plates,Cooked Meal,nonveg,139
19.9,liters,Other,veg,46
83.7,pieces,Bakery,veg,36
15.6,pieces,Bakery,veg,6
36.0,kg,Other,veg,80
127.2,plates,Produce,veg,138
13.5,liters,Produce,nonveg,31
20.8,pieces,Produce,nonveg,5
34.7,liters,Dairy,nonveg,107
7.3,plates,Packaged Food,veg,11
194.9,pieces,Other,veg,108
131.7,plates,Dairy,nonveg,174
29.7,boxes,Other,nonveg,174
49.4,plates,Other,veg,48
25.3,boxes,Produce,veg,209
19.5,liters,Other,nonveg,51
35.8,kg,Cooked Meal,nonveg,85
90.9,plates,Bakery,veg,115
39.5,plates,Bakery,veg,48
9.4,plates,Cooked Meal,nonveg,8
147.6,plates,Bakery,veg,152
29.3,plates,Cooked Meal,veg,29
1.7,kg,Cooked Meal,veg,4
23.6,kg,Cooked Meal,nonveg,68
45.6,kg,Packaged Food,veg,133
108.7,plates,Other,nonveg,99
41.1,kg,Cooked Meal,veg,107
275.6,pieces,Cooked Meal,veg,153
139.6,plates,Bakery,nonveg,139
119.0,plates,Cooked Meal,veg,102
6.7,boxes,Produce,veg,43
15.3,pieces,Dairy,veg,9
41.9,kg,Bakery,nonveg,108
286.0,pieces,Produce,nonveg,82
25.2,boxes,Dairy,nonveg,182
29.2,boxes,Cooked Meal,nonveg,263
8.8,boxes,Other,nonveg,80
